#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 392000      4.63e-02    4.49e-02      6.63e-04    1.10e-04      3.91e-02    3.88e-02    3.4e-07
 392100      4.55e-02    4.65e-02      1.67e-04    2.96e-04      3.93e-02    4.00e-02    3.4e-07
 392200      4.39e-02    4.41e-02      2.89e-04    5.09e-05      3.78e-02    3.81e-02    3.4e-07
 392300      4.90e-02    4.02e-02      3.27e-04    9.45e-05      4.21e-02    3.47e-02    3.4e-07
 392400      4.64e-02    4.24e-02      2.46e-04    7.00e-05      4.01e-02    3.67e-02    3.4e-07
 392500      4.32e-02    4.50e-02      1.97e-04    3.24e-04      3.72e-02    3.87e-02    3.4e-07
 392600      4.53e-02    4.40e-02      1.03e-04    7.05e-04      3.91e-02    3.72e-02    3.4e-07
 392700      4.65e-02    4.15e-02      4.63e-04    1.17e-04      3.99e-02    3.59e-02    3.4e-07
 392800      4.35e-02    4.59e-02      9.56e-05    3.71e-04      3.77e-02    3.94e-02    3.4e-07
 392900      4.60e-02    4.09e-02      5.75e-04    3.69e-05      3.90e-02    3.54e-02    3.4e-07
 393000      4.42e-02    4.40e-02      3.06e-04    7.28e-04      3.80e-02    3.71e-02    3.4e-07
 393100      4.34e-02    4.19e-02      2.89e-04    4.99e-04      3.73e-02    3.58e-02    3.4e-07
 393200      4.50e-02    4.27e-02      2.09e-04    5.52e-04      3.89e-02    3.63e-02    3.4e-07
 393300      4.45e-02    4.81e-02      4.18e-04    3.40e-05      3.80e-02    4.16e-02    3.4e-07
 393400      4.34e-02    4.28e-02      4.83e-04    1.02e-05      3.71e-02    3.70e-02    3.4e-07
 393500      4.58e-02    4.54e-02      4.22e-04    5.29e-04      3.92e-02    3.88e-02    3.4e-07
 393600      4.28e-02    4.63e-02      2.11e-04    1.95e-04      3.68e-02    4.00e-02    3.4e-07
 393700      4.51e-02    4.15e-02      2.10e-04    4.52e-04      3.88e-02    3.55e-02    3.4e-07
 393800      4.37e-02    4.33e-02      3.05e-04    2.17e-04      3.76e-02    3.74e-02    3.4e-07
 393900      4.57e-02    4.30e-02      3.26e-04    3.78e-04      3.93e-02    3.69e-02    3.4e-07
 394000      4.68e-02    4.41e-02      3.97e-04    7.19e-04      4.01e-02    3.72e-02    3.4e-07
 394100      4.50e-02    4.36e-02      2.09e-04    1.45e-04      3.88e-02    3.77e-02    3.4e-07
 394200      4.45e-02    4.68e-02      2.95e-04    7.46e-04      3.82e-02    3.95e-02    3.4e-07
 394300      4.21e-02    3.99e-02      4.30e-04    4.94e-05      3.60e-02    3.45e-02    3.4e-07
 394400      4.43e-02    4.07e-02      3.33e-04    2.12e-04      3.81e-02    3.51e-02    3.4e-07
 394500      4.54e-02    4.04e-02      3.33e-04    4.18e-04      3.91e-02    3.46e-02    3.4e-07
 394600      4.42e-02    4.04e-02      6.27e-04    3.06e-04      3.75e-02    3.47e-02    3.4e-07
 394700      4.31e-02    4.47e-02      2.41e-04    2.98e-04      3.72e-02    3.85e-02    3.4e-07
 394800      4.57e-02    3.96e-02      3.93e-04    1.14e-04      3.90e-02    3.42e-02    3.4e-07
 394900      4.61e-02    4.12e-02      3.29e-04    3.98e-04      3.96e-02    3.54e-02    3.4e-07
 395000      4.40e-02    4.39e-02      5.30e-04    4.30e-04      3.79e-02    3.81e-02    3.0e-07
 395100      4.06e-02    4.49e-02      1.76e-04    1.03e-04      3.54e-02    3.94e-02    3.0e-07
 395200      4.35e-02    4.64e-02      1.12e-04    4.54e-04      3.81e-02    4.03e-02    3.0e-07
 395300      4.31e-02    4.13e-02      2.55e-04    2.32e-04      3.75e-02    3.61e-02    3.0e-07
 395400      4.36e-02    4.15e-02      3.21e-04    2.04e-04      3.78e-02    3.63e-02    3.0e-07
 395500      4.38e-02    4.32e-02      3.12e-04    5.60e-04      3.81e-02    3.72e-02    3.0e-07
 395600      4.42e-02    4.21e-02      1.98e-04    4.18e-05      3.86e-02    3.69e-02    3.0e-07
 395700      4.37e-02    4.44e-02      3.99e-04    4.00e-04      3.78e-02    3.86e-02    3.0e-07
 395800      4.48e-02    4.66e-02      5.10e-04    3.05e-04      3.87e-02    4.07e-02    3.0e-07
 395900      4.29e-02    4.16e-02      1.27e-04    3.37e-04      3.76e-02    3.62e-02    3.0e-07
 396000      4.13e-02    4.57e-02      1.02e-04    8.13e-04      3.61e-02    3.88e-02    3.0e-07
 396100      4.54e-02    4.33e-02      5.73e-04    3.80e-07      3.91e-02    3.79e-02    3.0e-07
 396200      4.54e-02    4.31e-02      5.58e-04    8.55e-04      3.92e-02    3.63e-02    3.0e-07
 396300      4.86e-02    4.48e-02      3.11e-04    7.89e-05      4.24e-02    3.93e-02    3.0e-07
 396400      4.60e-02    4.56e-02      4.40e-04    1.63e-04      3.99e-02    3.99e-02    3.0e-07
 396500      4.18e-02    4.16e-02      2.23e-04    3.61e-04      3.65e-02    3.62e-02    3.0e-07
 396600      4.67e-02    4.47e-02      3.46e-04    8.13e-04      4.07e-02    3.79e-02    3.0e-07
 396700      4.50e-02    4.49e-02      4.50e-04    3.41e-04      3.90e-02    3.91e-02    3.0e-07
 396800      4.45e-02    4.33e-02      2.87e-04    5.33e-04      3.88e-02    3.74e-02    3.0e-07
 396900      4.58e-02    4.25e-02      2.58e-04    2.56e-04      4.00e-02    3.71e-02    3.0e-07
 397000      4.36e-02    4.44e-02      4.93e-04    2.64e-04      3.76e-02    3.88e-02    3.0e-07
 397100      4.63e-02    4.26e-02      1.88e-04    3.10e-04      4.05e-02    3.71e-02    3.0e-07
 397200      4.23e-02    4.13e-02      5.26e-04    1.07e-04      3.65e-02    3.62e-02    3.0e-07
 397300      4.40e-02    4.29e-02      3.75e-04    1.31e-04      3.82e-02    3.75e-02    3.0e-07
 397400      4.31e-02    4.61e-02      1.07e-04    1.72e-04      3.78e-02    4.04e-02    3.0e-07
 397500      4.53e-02    4.41e-02      5.42e-04    6.17e-04      3.92e-02    3.79e-02    3.0e-07
 397600      4.42e-02    3.82e-02      4.79e-04    2.68e-04      3.81e-02    3.33e-02    3.0e-07
 397700      4.55e-02    4.33e-02      4.59e-04    8.73e-05      3.93e-02    3.79e-02    3.0e-07
 397800      4.56e-02    4.41e-02      3.19e-04    4.04e-04      3.97e-02    3.83e-02    3.0e-07
 397900      4.45e-02    4.35e-02      2.23e-04    3.72e-04      3.88e-02    3.79e-02    3.0e-07
 398000      4.60e-02    4.24e-02      1.02e-04    4.87e-04      4.03e-02    3.67e-02    3.0e-07
 398100      4.32e-02    4.92e-02      2.01e-04    8.77e-04      3.77e-02    4.18e-02    3.0e-07
 398200      4.42e-02    4.47e-02      3.12e-04    4.20e-04      3.85e-02    3.89e-02    3.0e-07
 398300      4.38e-02    4.40e-02      5.25e-04    3.78e-04      3.78e-02    3.83e-02    3.0e-07
 398400      4.29e-02    4.38e-02      2.06e-04    6.68e-05      3.75e-02    3.84e-02    3.0e-07
 398500      4.33e-02    4.16e-02      2.20e-04    4.34e-04      3.78e-02    3.61e-02    3.0e-07
 398600      4.55e-02    4.08e-02      5.71e-04    1.38e-04      3.90e-02    3.57e-02    3.0e-07
 398700      4.81e-02    4.20e-02      4.22e-04    1.86e-04      4.17e-02    3.67e-02    3.0e-07
 398800      4.62e-02    4.56e-02      5.46e-04    1.69e-04      3.97e-02    3.99e-02    3.0e-07
 398900      4.36e-02    4.37e-02      2.43e-04    2.91e-04      3.81e-02    3.81e-02    3.0e-07
 399000      4.04e-02    4.54e-02      4.20e-04    3.14e-04      3.50e-02    3.96e-02    3.0e-07
 399100      4.56e-02    4.48e-02      7.61e-04    1.64e-04      3.87e-02    3.92e-02    3.0e-07
 399200      4.44e-02    4.22e-02      5.71e-04    1.19e-04      3.82e-02    3.69e-02    3.0e-07
 399300      4.60e-02    4.62e-02      3.03e-04    1.57e-04      4.01e-02    4.05e-02    3.0e-07
 399400      4.22e-02    4.72e-02      1.43e-04    5.94e-04      3.69e-02    4.07e-02    3.0e-07
 399500      4.22e-02    4.44e-02      2.98e-04    1.38e-05      3.67e-02    3.89e-02    3.0e-07
 399600      4.27e-02    4.23e-02      4.39e-04    1.69e-04      3.68e-02    3.70e-02    3.0e-07
 399700      4.68e-02    4.53e-02      4.60e-04    4.85e-04      4.05e-02    3.93e-02    3.0e-07
 399800      4.55e-02    4.64e-02      4.02e-04    1.19e-04      3.94e-02    4.06e-02    3.0e-07
 399900      4.33e-02    4.56e-02      2.80e-04    2.09e-04      3.78e-02    3.99e-02    3.0e-07
 400000      4.12e-02    4.28e-02      1.29e-04    1.10e-04      3.65e-02    3.79e-02    2.7e-07
 400100      4.15e-02    4.10e-02      2.37e-04    1.75e-04      3.66e-02    3.63e-02    2.7e-07
 400200      4.53e-02    4.12e-02      4.26e-04    3.91e-05      3.98e-02    3.65e-02    2.7e-07
 400300      4.27e-02    4.09e-02      2.82e-04    1.03e-04      3.76e-02    3.62e-02    2.7e-07
 400400      4.37e-02    4.09e-02      3.53e-04    2.11e-04      3.85e-02    3.62e-02    2.7e-07
 400500      4.58e-02    4.27e-02      3.19e-04    4.55e-04      4.03e-02    3.75e-02    2.7e-07
 400600      4.47e-02    4.41e-02      4.87e-04    2.44e-05      3.91e-02    3.91e-02    2.7e-07
 400700      4.65e-02    3.99e-02      3.66e-04    4.37e-04      4.08e-02    3.49e-02    2.7e-07
 400800      4.47e-02    4.46e-02      1.81e-04    3.14e-04      3.96e-02    3.94e-02    2.7e-07
 400900      4.59e-02    4.29e-02      4.50e-04    2.74e-04      4.00e-02    3.79e-02    2.7e-07
 401000      4.54e-02    4.52e-02      2.53e-04    1.54e-05      4.00e-02    4.00e-02    2.7e-07
 401100      4.35e-02    4.30e-02      3.45e-04    4.65e-06      3.82e-02    3.82e-02    2.7e-07
 401200      4.62e-02    4.18e-02      2.33e-04    2.90e-04      4.07e-02    3.69e-02    2.7e-07
 401300      4.70e-02    4.67e-02      4.14e-04    3.60e-04      4.13e-02    4.11e-02    2.7e-07
 401400      4.36e-02    3.96e-02      3.90e-04    3.18e-04      3.82e-02    3.49e-02    2.7e-07
 401500      4.34e-02    4.25e-02      4.39e-04    5.51e-04      3.80e-02    3.71e-02    2.7e-07
 401600      4.10e-02    3.91e-02      1.71e-04    8.46e-05      3.63e-02    3.46e-02    2.7e-07
 401700      4.14e-02    4.10e-02      1.44e-04    3.42e-04      3.67e-02    3.61e-02    2.7e-07
 401800      4.33e-02    4.19e-02      3.87e-04    3.64e-04      3.80e-02    3.69e-02    2.7e-07
 401900      4.47e-02    4.53e-02      4.45e-04    2.31e-04      3.92e-02    4.00e-02    2.7e-07
 402000      4.44e-02    4.72e-02      3.60e-04    4.18e-04      3.90e-02    4.16e-02    2.7e-07
 402100      4.23e-02    4.61e-02      2.61e-04    7.83e-04      3.73e-02    3.97e-02    2.7e-07
 402200      4.23e-02    3.92e-02      4.36e-04    3.00e-04      3.70e-02    3.45e-02    2.7e-07
 402300      4.20e-02    4.51e-02      3.29e-04    4.65e-04      3.70e-02    3.96e-02    2.7e-07
 402400      4.23e-02    4.14e-02      4.48e-04    4.80e-05      3.70e-02    3.67e-02    2.7e-07
 402500      4.41e-02    4.44e-02      1.76e-04    1.46e-04      3.90e-02    3.94e-02    2.7e-07
 402600      4.20e-02    4.25e-02      1.86e-04    3.40e-04      3.71e-02    3.75e-02    2.7e-07
 402700      4.51e-02    3.91e-02      3.16e-04    1.37e-04      3.98e-02    3.46e-02    2.7e-07
 402800      4.35e-02    4.33e-02      3.48e-04    4.12e-04      3.83e-02    3.81e-02    2.7e-07
 402900      4.71e-02    4.35e-02      3.88e-04    6.63e-04      4.13e-02    3.77e-02    2.7e-07
 403000      4.23e-02    4.02e-02      1.63e-04    1.35e-04      3.74e-02    3.56e-02    2.7e-07
 403100      4.53e-02    4.40e-02      6.00e-04    1.97e-04      3.94e-02    3.89e-02    2.7e-07
 403200      4.06e-02    3.99e-02      3.11e-04    3.58e-04      3.56e-02    3.51e-02    2.7e-07
 403300      4.46e-02    4.15e-02      3.59e-04    1.34e-04      3.92e-02    3.67e-02    2.7e-07
 403400      4.39e-02    4.34e-02      3.47e-04    3.71e-05      3.86e-02    3.85e-02    2.7e-07
 403500      4.75e-02    4.07e-02      3.38e-04    3.29e-04      4.18e-02    3.59e-02    2.7e-07
 403600      4.35e-02    4.09e-02      3.03e-04    1.65e-04      3.82e-02    3.62e-02    2.7e-07
 403700      4.29e-02    4.46e-02      2.79e-04    3.53e-04      3.78e-02    3.93e-02    2.7e-07
 403800      4.45e-02    4.15e-02      5.55e-04    6.68e-05      3.88e-02    3.68e-02    2.7e-07
 403900      4.41e-02    4.10e-02      1.84e-04    2.67e-04      3.90e-02    3.62e-02    2.7e-07
 404000      4.53e-02    4.39e-02      5.87e-04    2.71e-04      3.94e-02    3.87e-02    2.7e-07
 404100      4.50e-02    4.03e-02      5.96e-04    3.61e-04      3.91e-02    3.54e-02    2.7e-07
 404200      4.29e-02    4.58e-02      5.01e-04    4.37e-04      3.74e-02    4.02e-02    2.7e-07
 404300      4.45e-02    4.34e-02      3.78e-04    4.26e-04      3.91e-02    3.82e-02    2.7e-07
 404400      4.28e-02    4.20e-02      2.40e-04    3.09e-04      3.77e-02    3.70e-02    2.7e-07
 404500      4.22e-02    4.27e-02      2.78e-04    5.11e-05      3.71e-02    3.79e-02    2.7e-07
 404600      4.18e-02    4.27e-02      2.60e-04    4.01e-04      3.69e-02    3.75e-02    2.7e-07
 404700      4.26e-02    4.29e-02      2.68e-04    1.95e-04      3.74e-02    3.80e-02    2.7e-07
 404800      4.19e-02    4.01e-02      3.67e-05    2.05e-04      3.71e-02    3.55e-02    2.7e-07
 404900      4.22e-02    4.59e-02      2.95e-04    4.78e-04      3.71e-02    4.02e-02    2.7e-07
 405000      4.69e-02    4.08e-02      4.46e-04    7.97e-05      4.15e-02    3.65e-02    2.5e-07
 405100      4.15e-02    4.40e-02      2.69e-04    8.46e-05      3.70e-02    3.94e-02    2.5e-07
 405200      4.27e-02    4.39e-02      3.34e-04    1.25e-04      3.79e-02    3.93e-02    2.5e-07
 405300      4.32e-02    4.30e-02      3.60e-04    6.11e-04      3.84e-02    3.77e-02    2.5e-07
 405400      4.22e-02    4.39e-02      3.57e-04    5.27e-04      3.74e-02    3.87e-02    2.5e-07
 405500      4.39e-02    3.97e-02      4.71e-04    2.82e-04      3.89e-02    3.54e-02    2.5e-07
 405600      4.37e-02    4.12e-02      4.29e-04    1.82e-04      3.87e-02    3.69e-02    2.5e-07
 405700      4.36e-02    4.31e-02      4.82e-04    1.14e-04      3.83e-02    3.86e-02    2.5e-07
 405800      4.23e-02    4.18e-02      9.61e-05    2.36e-04      3.79e-02    3.73e-02    2.5e-07
 405900      4.50e-02    3.80e-02      1.65e-04    9.39e-05      4.02e-02    3.40e-02    2.5e-07
 406000      4.55e-02    4.35e-02      4.29e-04    2.60e-04      4.03e-02    3.89e-02    2.5e-07
 406100      4.10e-02    3.97e-02      1.25e-04    3.39e-04      3.66e-02    3.53e-02    2.5e-07
 406200      4.39e-02    4.64e-02      2.74e-04    9.05e-05      3.90e-02    4.16e-02    2.5e-07
 406300      4.36e-02    4.44e-02      5.29e-04    5.09e-05      3.83e-02    3.98e-02    2.5e-07
 406400      4.54e-02    3.80e-02      2.48e-04    6.30e-04      4.06e-02    3.31e-02    2.5e-07
 406500      4.01e-02    3.98e-02      1.90e-04    3.41e-04      3.58e-02    3.54e-02    2.5e-07
 406600      4.16e-02    4.38e-02      3.93e-04    6.59e-04      3.69e-02    3.83e-02    2.5e-07
 406700      4.55e-02    4.21e-02      3.55e-04    4.67e-04      4.04e-02    3.73e-02    2.5e-07
 406800      4.40e-02    4.45e-02      3.60e-04    1.54e-05      3.91e-02    3.98e-02    2.5e-07
 406900      4.50e-02    4.34e-02      3.27e-04    2.69e-04      4.00e-02    3.88e-02    2.5e-07
 407000      4.44e-02    4.53e-02      5.75e-04    8.22e-05      3.91e-02    4.06e-02    2.5e-07
 407100      4.27e-02    4.24e-02      1.37e-04    3.06e-05      3.82e-02    3.80e-02    2.5e-07
 407200      4.69e-02    3.92e-02      4.91e-04    1.27e-04      4.13e-02    3.51e-02    2.5e-07
 407300      4.32e-02    4.54e-02      4.94e-04    1.55e-04      3.81e-02    4.06e-02    2.5e-07
 407400      4.33e-02    4.40e-02      4.69e-04    6.08e-04      3.83e-02    3.87e-02    2.5e-07
 407500      4.32e-02    4.29e-02      4.10e-04    3.60e-05      3.83e-02    3.84e-02    2.5e-07
 407600      4.31e-02    4.24e-02      5.97e-04    1.90e-04      3.78e-02    3.79e-02    2.5e-07
 407700      4.15e-02    4.68e-02      1.86e-04    8.30e-04      3.71e-02    4.06e-02    2.5e-07
 407800      4.24e-02    4.61e-02      2.30e-04    1.03e-03      3.79e-02    3.92e-02    2.5e-07
 407900      4.15e-02    4.21e-02      3.50e-04    2.32e-04      3.70e-02    3.76e-02    2.5e-07
 408000      4.17e-02    4.13e-02      4.07e-04    1.37e-07      3.70e-02    3.70e-02    2.5e-07
 408100      4.20e-02    4.49e-02      3.01e-04    3.33e-04      3.74e-02    4.00e-02    2.5e-07
 408200      4.71e-02    4.59e-02      3.29e-04    9.54e-05      4.19e-02    4.11e-02    2.5e-07
 408300      4.22e-02    4.21e-02      3.34e-04    3.97e-04      3.75e-02    3.74e-02    2.5e-07
 408400      4.52e-02    4.19e-02      3.15e-04    2.31e-04      4.01e-02    3.75e-02    2.5e-07
 408500      4.39e-02    4.33e-02      3.50e-04    3.91e-04      3.90e-02    3.85e-02    2.5e-07
 408600      4.55e-02    4.67e-02      3.80e-04    7.53e-04      4.02e-02    4.08e-02    2.5e-07
 408700      4.36e-02    4.32e-02      4.10e-04    5.95e-04      3.86e-02    3.80e-02    2.5e-07
 408800      4.41e-02    4.35e-02      7.12e-04    4.91e-04      3.84e-02    3.85e-02    2.5e-07
 408900      4.30e-02    4.80e-02      2.12e-04    7.99e-04      3.84e-02    4.18e-02    2.5e-07
 409000      4.41e-02    4.18e-02      5.48e-04    3.53e-05      3.88e-02    3.75e-02    2.5e-07
 409100      4.08e-02    4.23e-02      3.17e-04    1.35e-04      3.63e-02    3.79e-02    2.5e-07
 409200      4.15e-02    4.62e-02      1.58e-04    2.02e-04      3.71e-02    4.13e-02    2.5e-07
 409300      4.40e-02    4.54e-02      3.78e-04    6.35e-05      3.90e-02    4.07e-02    2.5e-07
 409400      4.34e-02    4.59e-02      4.66e-04    1.53e-04      3.84e-02    4.11e-02    2.5e-07
 409500      4.40e-02    4.48e-02      4.26e-04    4.29e-04      3.90e-02    3.98e-02    2.5e-07
 409600      4.24e-02    4.53e-02      3.77e-04    4.36e-05      3.75e-02    4.06e-02    2.5e-07
 409700      4.23e-02    4.10e-02      1.80e-04    2.08e-05      3.79e-02    3.67e-02    2.5e-07
 409800      4.15e-02    4.15e-02      1.41e-04    4.39e-06      3.71e-02    3.72e-02    2.5e-07
 409900      4.25e-02    4.18e-02      2.58e-04    4.03e-04      3.79e-02    3.71e-02    2.5e-07
 410000      4.27e-02    3.96e-02      8.39e-04    1.57e-04      3.69e-02    3.58e-02    2.2e-07
 410100      4.49e-02    4.48e-02      1.47e-04    3.20e-04      4.06e-02    4.03e-02    2.2e-07
 410200      4.25e-02    4.29e-02      1.34e-04    3.88e-04      3.84e-02    3.85e-02    2.2e-07
 410300      4.42e-02    4.03e-02      2.87e-04    2.62e-04      3.98e-02    3.63e-02    2.2e-07
 410400      4.35e-02    4.18e-02      3.77e-04    5.42e-05      3.89e-02    3.78e-02    2.2e-07
 410500      4.34e-02    4.30e-02      1.85e-04    6.10e-04      3.91e-02    3.81e-02    2.2e-07
 410600      4.14e-02    4.14e-02      3.51e-04    1.40e-04      3.71e-02    3.74e-02    2.2e-07
 410700      4.11e-02    3.99e-02      3.74e-04    2.27e-04      3.68e-02    3.60e-02    2.2e-07
 410800      4.29e-02    4.26e-02      3.19e-04    2.54e-05      3.86e-02    3.86e-02    2.2e-07
 410900      4.70e-02    4.02e-02      2.73e-04    7.30e-05      4.23e-02    3.64e-02    2.2e-07
 411000      4.24e-02    4.13e-02      4.05e-04    3.41e-04      3.79e-02    3.71e-02    2.2e-07
 411100      4.15e-02    4.35e-02      2.24e-04    1.33e-04      3.74e-02    3.93e-02    2.2e-07
 411200      4.07e-02    4.04e-02      1.92e-04    3.91e-04      3.67e-02    3.62e-02    2.2e-07
 411300      4.31e-02    4.21e-02      3.17e-04    4.25e-04      3.87e-02    3.77e-02    2.2e-07
 411400      4.51e-02    3.99e-02      6.98e-04    7.33e-04      3.99e-02    3.49e-02    2.2e-07
 411500      4.15e-02    4.03e-02      3.68e-04    7.05e-04      3.72e-02    3.53e-02    2.2e-07
 411600      4.26e-02    4.29e-02      3.58e-04    2.94e-04      3.82e-02    3.86e-02    2.2e-07
 411700      4.42e-02    4.63e-02      4.65e-04    6.65e-04      3.95e-02    4.10e-02    2.2e-07
 411800      4.39e-02    4.06e-02      3.91e-04    4.23e-06      3.92e-02    3.67e-02    2.2e-07
 411900      4.37e-02    4.12e-02      5.45e-04    1.91e-04      3.88e-02    3.72e-02    2.2e-07
 412000      4.11e-02    4.38e-02      2.71e-04    2.84e-04      3.70e-02    3.95e-02    2.2e-07
 412100      4.16e-02    4.32e-02      3.15e-04    3.17e-04      3.73e-02    3.89e-02    2.2e-07
 412200      4.33e-02    4.09e-02      5.07e-04    1.13e-05      3.86e-02    3.70e-02    2.2e-07
 412300      4.15e-02    4.47e-02      3.73e-04    8.58e-04      3.72e-02    3.90e-02    2.2e-07
 412400      4.23e-02    4.12e-02      8.73e-05    4.88e-04      3.83e-02    3.67e-02    2.2e-07
 412500      4.63e-02    4.28e-02      2.98e-04    4.04e-04      4.16e-02    3.83e-02    2.2e-07
 412600      4.17e-02    4.09e-02      5.77e-04    4.11e-05      3.68e-02    3.70e-02    2.2e-07
 412700      4.46e-02    4.33e-02      4.31e-04    3.88e-04      4.00e-02    3.88e-02    2.2e-07
 412800      4.62e-02    4.30e-02      4.58e-04    4.88e-05      4.13e-02    3.89e-02    2.2e-07
 412900      4.26e-02    4.49e-02      3.62e-04    5.37e-04      3.81e-02    4.01e-02    2.2e-07
 413000      4.16e-02    4.07e-02      2.29e-04    5.25e-04      3.75e-02    3.63e-02    2.2e-07
 413100      4.37e-02    4.29e-02      1.96e-04    2.29e-05      3.95e-02    3.88e-02    2.2e-07
 413200      4.17e-02    4.15e-02      3.05e-04    6.83e-06      3.75e-02    3.75e-02    2.2e-07
 413300      4.23e-02    4.18e-02      2.64e-04    1.56e-04      3.81e-02    3.78e-02    2.2e-07
 413400      4.13e-02    3.81e-02      2.17e-04    1.39e-04      3.72e-02    3.45e-02    2.2e-07
 413500      4.20e-02    4.45e-02      2.88e-04    4.43e-04      3.77e-02    3.98e-02    2.2e-07
 413600      4.34e-02    4.33e-02      3.03e-04    4.45e-04      3.91e-02    3.88e-02    2.2e-07
 413700      4.09e-02    4.01e-02      3.22e-04    3.45e-07      3.67e-02    3.62e-02    2.2e-07
 413800      4.22e-02    4.10e-02      2.31e-04    2.19e-04      3.79e-02    3.70e-02    2.2e-07
 413900      4.19e-02    4.25e-02      4.19e-04    4.29e-04      3.74e-02    3.81e-02    2.2e-07
 414000      4.40e-02    4.57e-02      1.25e-04    9.09e-04      3.98e-02    3.97e-02    2.2e-07
 414100      4.51e-02    3.84e-02      4.47e-04    1.17e-04      4.01e-02    3.47e-02    2.2e-07
 414200      4.06e-02    4.35e-02      2.23e-04    1.48e-04      3.65e-02    3.93e-02    2.2e-07
 414300      4.25e-02    4.18e-02      1.37e-04    7.21e-05      3.84e-02    3.78e-02    2.2e-07
 414400      4.16e-02    3.83e-02      1.72e-04    2.98e-04      3.75e-02    3.44e-02    2.2e-07
 414500      4.17e-02    4.15e-02      2.04e-04    3.98e-04      3.76e-02    3.72e-02    2.2e-07
 414600      4.34e-02    4.08e-02      5.12e-04    1.04e-05      3.86e-02    3.69e-02    2.2e-07
 414700      4.58e-02    4.45e-02      2.41e-04    4.84e-04      4.13e-02    3.98e-02    2.2e-07
 414800      4.22e-02    4.44e-02      4.40e-04    4.22e-04      3.77e-02    3.98e-02    2.2e-07
 414900      4.34e-02    4.48e-02      2.83e-04    1.31e-04      3.91e-02    4.05e-02    2.2e-07
 415000      4.15e-02    4.47e-02      4.42e-04    5.01e-04      3.73e-02    4.03e-02    2.0e-07
 415100      4.08e-02    3.88e-02      1.69e-04    1.24e-04      3.72e-02    3.53e-02    2.0e-07
 415200      3.97e-02    4.17e-02      1.67e-04    1.40e-04      3.62e-02    3.80e-02    2.0e-07
 415300      4.23e-02    4.69e-02      4.63e-04    1.05e-03      3.81e-02    4.07e-02    2.0e-07
 415400      4.34e-02    3.87e-02      2.76e-04    3.71e-04      3.93e-02    3.50e-02    2.0e-07
 415500      4.34e-02    4.21e-02      4.40e-04    6.59e-04      3.91e-02    3.75e-02    2.0e-07
 415600      4.38e-02    4.37e-02      5.98e-04    2.77e-04      3.92e-02    3.97e-02    2.0e-07
 415700      4.54e-02    5.01e-02      3.59e-04    4.20e-04      4.11e-02    4.54e-02    2.0e-07
 415800      4.71e-02    4.50e-02      6.86e-04    8.33e-04      4.18e-02    3.97e-02    2.0e-07
 415900      4.27e-02    4.22e-02      3.42e-04    4.91e-04      3.87e-02    3.80e-02    2.0e-07
 416000      4.19e-02    4.00e-02      1.56e-04    2.63e-04      3.82e-02    3.64e-02    2.0e-07
 416100      4.17e-02    3.97e-02      2.71e-04    1.90e-04      3.77e-02    3.62e-02    2.0e-07
 416200      4.57e-02    4.07e-02      6.83e-04    2.50e-04      4.07e-02    3.70e-02    2.0e-07
 416300      4.18e-02    4.50e-02      4.67e-04    4.29e-05      3.75e-02    4.11e-02    2.0e-07
 416400      4.40e-02    4.31e-02      6.65e-04    9.81e-05      3.92e-02    3.94e-02    2.0e-07
 416500      4.21e-02    4.08e-02      3.13e-04    2.88e-04      3.81e-02    3.71e-02    2.0e-07
 416600      4.19e-02    4.40e-02      3.00e-04    2.90e-04      3.80e-02    4.00e-02    2.0e-07
 416700      4.44e-02    4.21e-02      2.95e-04    5.62e-04      4.03e-02    3.78e-02    2.0e-07
 416800      4.37e-02    3.95e-02      4.02e-04    1.16e-04      3.96e-02    3.60e-02    2.0e-07
 416900      4.28e-02    4.16e-02      3.10e-04    2.70e-04      3.87e-02    3.78e-02    2.0e-07
 417000      4.08e-02    4.16e-02      2.66e-04    5.93e-05      3.71e-02    3.80e-02    2.0e-07
 417100      4.45e-02    4.02e-02      5.02e-04    4.39e-04      4.00e-02    3.62e-02    2.0e-07
 417200      4.11e-02    4.13e-02      2.63e-04    6.49e-05      3.74e-02    3.77e-02    2.0e-07
 417300      4.18e-02    3.96e-02      2.44e-04    2.81e-05      3.79e-02    3.61e-02    2.0e-07
 417400      4.04e-02    4.47e-02      3.78e-04    2.84e-04      3.65e-02    4.06e-02    2.0e-07
 417500      4.30e-02    3.93e-02      5.47e-04    3.62e-05      3.84e-02    3.58e-02    2.0e-07
 417600      4.09e-02    3.81e-02      1.76e-04    5.05e-04      3.72e-02    3.42e-02    2.0e-07
 417700      4.44e-02    4.27e-02      2.34e-04    3.47e-04      4.03e-02    3.88e-02    2.0e-07
 417800      4.26e-02    3.91e-02      3.53e-04    5.65e-04      3.86e-02    3.49e-02    2.0e-07
 417900      4.16e-02    4.10e-02      3.43e-05    1.63e-04      3.80e-02    3.74e-02    2.0e-07
 418000      4.18e-02    4.36e-02      1.94e-04    2.57e-05      3.80e-02    3.98e-02    2.0e-07
 418100      4.44e-02    3.94e-02      3.24e-04    3.74e-04      4.02e-02    3.57e-02    2.0e-07
 418200      4.31e-02    4.21e-02      2.55e-04    6.20e-04      3.92e-02    3.76e-02    2.0e-07
